Player1,Player2,P1Wins,tourney_date,tourney_name,tourney_index,tourney_id,match_num,P1_Rank,P2_Rank,P1_Country,P1_Age,P1_Matches_Played,P1_Matches_Won,P1_Matches_Lost,P1_P_Win,P1_P_Sets,P1_Ace_Sets,P1_Elo,P2_Country,P2_Age,P2_Matches_Played,P2_Matches_Won,P2_Matches_Lost,P2_P_Win,P2_P_Sets,P2_Ace_Sets,P2_Elo
Adrian Mannarino,Robin Haase,1,5/16/2016,Nice,98,2016-6120,280,63,86,FRA,27,52,24,28,0.461538462,0.466666667,1.896296296,1524.693628,NED,29,35,16,19,0.457142857,0.43956044,2.076923077,1481.321255
Andreas Seppi,Daniel Munoz de la Nava,1,5/16/2016,Nice,98,2016-6120,282,41,106,ITA,32,42,18,24,0.428571429,0.444444444,2.037037037,1524.567156,ESP,34,11,2,9,0.181818182,0.322580645,1.419354839,1270.343359
Paul Henri Mathieu,Hyeon Chung,1,5/16/2016,Nice,98,2016-6120,283,67,112,FRA,34,28,14,14,0.5,0.521126761,1.873239437,1474.20545,KOR,19,31,13,18,0.419354839,0.426666667,1.453333333,1451.605816
Jiri Vesely,Leonardo Mayer,0,5/16/2016,Nice,98,2016-6120,284,59,51,CZE,22,42,18,24,0.428571429,0.477477477,2.657657658,1498.527346,ARG,28,43,21,22,0.488372093,0.509090909,2.318181818,1507.827739
Taylor Fritz,Gilles Simon,0,5/16/2016,Nice,98,2016-6120,286,72,18,USA,18,15,8,7,0.533333333,0.526315789,3.526315789,1528.381276,FRA,31,58,35,23,0.603448276,0.567901235,1.166666667,1641.411996
Marcel Granollers,Alexander Zverev,0,5/16/2016,Nice,98,2016-6120,287,58,48,ESP,30,34,13,21,0.382352941,0.414634146,1.658536585,1474.175598,GER,19,51,29,22,0.568627451,0.529411765,2.419117647,1619.246997
Diego Schwartzman,Kevin Anderson,0,5/16/2016,Nice,98,2016-6120,288,65,20,ARG,23,28,12,16,0.428571429,0.44,0.973333333,1500.209331,RSA,29,45,29,16,0.644444444,0.620967742,6.241935484,1623.367081
Joao Sousa,Victor Estrella,1,5/16/2016,Nice,98,2016-6120,289,28,88,POR,27,64,33,31,0.515625,0.503030303,1.187878788,1567.124343,DOM,35,30,13,17,0.433333333,0.41025641,1.58974359,1499.052587
Donald Young,Guido Pella,0,5/16/2016,Nice,98,2016-6120,290,82,54,USA,26,32,12,20,0.375,0.418604651,1.174418605,1469.354177,ARG,25,23,10,13,0.434782609,0.446153846,1.876923077,1502.054609
Adrian Mannarino,Benoit Paire,1,5/16/2016,Nice,98,2016-6120,291,63,21,FRA,27,52,24,28,0.461538462,0.466666667,1.896296296,1524.693628,FRA,27,60,34,26,0.566666667,0.534591195,2.937106918,1563.804499
Andreas Seppi,Paul Henri Mathieu,1,5/16/2016,Nice,98,2016-6120,292,41,67,ITA,32,42,18,24,0.428571429,0.444444444,2.037037037,1524.567156,FRA,34,28,14,14,0.5,0.521126761,1.873239437,1474.20545
Leonardo Mayer,Dominic Thiem,0,5/16/2016,Nice,98,2016-6120,293,51,15,ARG,28,43,21,22,0.488372093,0.509090909,2.318181818,1507.827739,AUT,22,74,50,24,0.675675676,0.602094241,2.413612565,1742.132412
Gilles Simon,Alexander Zverev,0,5/16/2016,Nice,98,2016-6120,294,18,48,FRA,31,58,35,23,0.603448276,0.567901235,1.166666667,1641.411996,GER,19,51,29,22,0.568627451,0.529411765,2.419117647,1619.246997
Kevin Anderson,Joao Sousa,0,5/16/2016,Nice,98,2016-6120,295,20,28,RSA,29,45,29,16,0.644444444,0.620967742,6.241935484,1623.367081,POR,27,64,33,31,0.515625,0.503030303,1.187878788,1567.124343
Guido Pella,Adrian Mannarino,0,5/16/2016,Nice,98,2016-6120,296,54,63,ARG,25,23,10,13,0.434782609,0.446153846,1.876923077,1502.054609,FRA,27,52,24,28,0.461538462,0.466666667,1.896296296,1524.693628
Dominic Thiem,Andreas Seppi,1,5/16/2016,Nice,98,2016-6120,297,15,41,AUT,22,74,50,24,0.675675676,0.602094241,2.413612565,1742.132412,ITA,32,42,18,24,0.428571429,0.444444444,2.037037037,1524.567156
Alexander Zverev,Joao Sousa,1,5/16/2016,Nice,98,2016-6120,298,48,28,GER,19,51,29,22,0.568627451,0.529411765,2.419117647,1619.246997,POR,27,64,33,31,0.515625,0.503030303,1.187878788,1567.124343
Dominic Thiem,Adrian Mannarino,1,5/16/2016,Nice,98,2016-6120,299,15,63,AUT,22,74,50,24,0.675675676,0.602094241,2.413612565,1742.132412,FRA,27,52,24,28,0.461538462,0.466666667,1.896296296,1524.693628
Dominic Thiem,Alexander Zverev,1,5/16/2016,Nice,98,2016-6120,300,15,48,AUT,22,74,50,24,0.675675676,0.602094241,2.413612565,1742.132412,GER,19,51,29,22,0.568627451,0.529411765,2.419117647,1619.246997
Novak Djokovic,Yen Hsun Lu,1,5/23/2016,Roland Garros,99,2016-520,100,1,95,SRB,28,88,82,6,0.931818182,0.85840708,1.92920354,2088.662859,TPE,32,21,10,11,0.476190476,0.5,2.211538462,1506.640197
Marsel Ilhan,Steve Darcis,0,5/23/2016,Roland Garros,99,2016-520,101,198,161,TUR,28,15,3,12,0.2,0.263157895,2,1295.783751,BEL,31,10,3,7,0.3,0.333333333,1.37037037,1455.403017
Gerald Melzer,Aljaz Bedene,0,5/23/2016,Roland Garros,99,2016-520,102,129,66,AUT,25,3,0,3,0,0.142857143,0.714285714,1389.145113,SLO,26,38,15,23,0.394736842,0.414141414,3.070707071,1469.733614
Pablo Carreno Busta,Federico Delbonis,1,5/23/2016,Roland Garros,99,2016-520,103,43,35,ESP,24,51,25,26,0.490196078,0.515873016,1.865079365,1559.071365,ARG,25,46,26,20,0.565217391,0.534482759,1.620689655,1574.236221
Bernard Tomic,Brian Baker,1,5/23/2016,Roland Garros,99,2016-520,104,22,662,AUS,23,52,31,21,0.596153846,0.557142857,3.585714286,1588.012166,USA,31,3,0,3,0,0.125,2.125,1366.154822
Borna Coric,Taylor Fritz,1,5/23/2016,Roland Garros,99,2016-520,105,47,67,CRO,19,52,24,28,0.461538462,0.440298507,1.873134328,1553.42749,USA,18,17,9,8,0.529411765,0.523809524,3.5,1510.629029
Santiago Giraldo,Paul Henri Mathieu,0,5/23/2016,Roland Garros,99,2016-520,106,122,65,COL,28,33,12,21,0.363636364,0.409638554,1.313253012,1397.974289,FRA,34,30,15,15,0.5,0.526315789,1.815789474,1482.411316
Roberto Bautista Agut,Dmitry Tursunov,1,5/23/2016,Roland Garros,99,2016-520,107,16,480,ESP,28,69,44,25,0.637681159,0.598901099,1.489010989,1692.655961,RUS,33,4,1,3,0.25,0.3,1.6,1393.389085
Evgeny Donskoy,David Ferrer,0,5/23/2016,Roland Garros,99,2016-520,108,75,11,RUS,26,19,7,12,0.368421053,0.44,2,1404.170748,ESP,34,57,38,19,0.666666667,0.632653061,1.013605442,1698.3085
Denis Istomin,Juan Monaco,0,5/23/2016,Roland Garros,99,2016-520,109,64,92,UZB,29,38,17,21,0.447368421,0.47311828,2.677419355,1417.048478,ARG,32,21,12,9,0.571428571,0.5,0.592592593,1636.979115
Victor Estrella,Illya Marchenko,1,5/23/2016,Roland Garros,99,2016-520,110,87,71,DOM,35,31,14,17,0.451612903,0.432098765,1.567901235,1500.062554,UKR,28,27,12,15,0.444444444,0.471428571,2.057142857,1433.648063
Feliciano Lopez,Thomas Fabbiano,1,5/23/2016,Roland Garros,99,2016-520,111,23,117,ESP,34,55,29,26,0.527272727,0.536912752,4.530201342,1578.160459,ITA,26,8,3,5,0.375,0.352941176,0.352941176,1441.169236
Tobias Kamke,Pablo Cuevas,0,5/23/2016,Roland Garros,99,2016-520,112,155,27,GER,29,2,1,1,0.5,0.5,0.75,1399.979937,URU,30,54,30,24,0.555555556,0.546099291,2.539007092,1614.758612
Hyeon Chung,Quentin Halys,0,5/23/2016,Roland Garros,99,2016-520,113,111,154,KOR,19,32,13,19,0.40625,0.415584416,1.454545455,1431.251524,FRA,19,7,2,5,0.285714286,0.3,3.4,1447.375859
Malek Jaziri,Florian Mayer,1,5/23/2016,Roland Garros,99,2016-520,114,72,236,TUN,32,30,12,18,0.4,0.415584416,1.532467532,1456.014501,GER,32,10,4,6,0.4,0.36,1.72,1408.913081
Vasek Pospisil,Tomas Berdych,0,5/23/2016,Roland Garros,99,2016-520,115,46,8,CAN,25,45,21,24,0.466666667,0.467213115,3.918032787,1439.788147,CZE,30,64,42,22,0.65625,0.625766871,2.852760736,1762.521682
Sam Groth,Rafael Nadal,0,5/23/2016,Roland Garros,99,2016-520,116,100,5,AUS,28,30,12,18,0.4,0.425,5.9125,1408.870758,ESP,29,80,62,18,0.775,0.702970297,1.113861386,1880.762742
Facundo Bagnis,Kenny De Schepper,1,5/23/2016,Roland Garros,99,2016-520,117,99,143,ARG,26,10,3,7,0.3,0.285714286,1.80952381,1433.772335,FRA,28,9,2,7,0.222222222,0.28,2.56,1329.613251
Nicolas Mahut,Ricardas Berankis,1,5/23/2016,Roland Garros,99,2016-520,118,44,50,FRA,34,38,19,19,0.5,0.514851485,2.336633663,1486.090086,LTU,25,28,12,16,0.428571429,0.453333333,2.066666667,1423.998982
Marcel Granollers,Fabio Fognini,1,5/23/2016,Roland Garros,99,2016-520,119,56,33,ESP,30,36,14,22,0.388888889,0.425287356,1.563218391,1491.726718,ITA,28,49,27,22,0.551020408,0.531746032,1.380952381,1545.13082
Stephane Robert,Kevin Anderson,1,5/23/2016,Roland Garros,99,2016-520,120,90,20,FRA,35,11,5,6,0.454545455,0.466666667,2.133333333,1482.773288,RSA,29,47,30,17,0.638297872,0.6171875,6.1796875,1601.292616
Pierre Hugues Herbert,Alexander Zverev,0,5/23/2016,Roland Garros,99,2016-520,121,84,41,FRA,25,21,11,10,0.523809524,0.508474576,4.423728814,1521.911319,GER,19,55,32,23,0.581818182,0.533783784,2.324324324,1629.31109
Guillermo Garcia Lopez,Thiemo De Bakker,1,5/23/2016,Roland Garros,99,2016-520,122,51,120,ESP,32,53,25,28,0.471698113,0.485294118,1.970588235,1563.655916,NED,27,15,5,10,0.333333333,0.361111111,2.916666667,1387.832494
Inigo Cervantes Huegun,Dominic Thiem,0,5/23/2016,Roland Garros,99,2016-520,123,69,15,ESP,26,25,10,15,0.4,0.416666667,2.95,1440.380094,AUT,22,74,50,24,0.675675676,0.602094241,2.371727749,1775.105846
David Goffin,Gregoire Barrere,1,5/23/2016,Roland Garros,99,2016-520,124,13,242,BEL,25,63,41,22,0.650793651,0.608433735,2.15060241,1713.232331,NA,NA,0,0,0,0,0,0,1500
Paolo Lorenzi,Carlos Berlocq,0,5/23/2016,Roland Garros,99,2016-520,125,54,126,ITA,34,31,13,18,0.419354839,0.4,1.95,1434.378392,ARG,33,4,1,3,0.25,0.357142857,1.214285714,1457.795647
Rajeev Ram,Jiri Vesely,0,5/23/2016,Roland Garros,99,2016-520,126,70,60,USA,32,31,16,15,0.516129032,0.512195122,3.280487805,1469.626976,CZE,22,43,18,25,0.418604651,0.473684211,2.666666667,1501.823207
Philipp Kohlschreiber,Nicolas Almagro,0,5/23/2016,Roland Garros,99,2016-520,127,26,49,GER,32,56,35,21,0.625,0.594202899,1.826086957,1663.4878,ESP,30,37,18,19,0.486486486,0.473684211,3.463157895,1586.470779
Damir Dzumhur,Joao Sousa,0,5/23/2016,Roland Garros,99,2016-520,128,73,29,BIH,23,30,14,16,0.466666667,0.445783133,0.879518072,1488.676813,POR,27,63,32,31,0.507936508,0.5,1.158536585,1559.294302
Ernests Gulbis,Andreas Seppi,1,5/23/2016,Roland Garros,99,2016-520,129,80,38,LAT,27,33,13,20,0.393939394,0.416666667,3.845238095,1469.419033,ITA,32,45,20,25,0.444444444,0.448275862,2.086206897,1503.800294
Gilles Muller,Marcos Baghdatis,0,5/23/2016,Roland Garros,99,2016-520,130,42,39,LUX,32,51,28,23,0.549019608,0.535433071,5.614173228,1544.488698,CYP,30,44,27,17,0.613636364,0.580357143,2.75,1607.894551
Jo-Wilfried Tsonga,Jan Lennard Struff,1,5/23/2016,Roland Garros,99,2016-520,131,7,101,FRA,31,58,40,18,0.689655172,0.641975309,3.858024691,1728.156684,GER,26,13,2,11,0.153846154,0.324324324,3.162162162,1338.576011
Milos Raonic,Janko Tipsarevic,1,5/23/2016,Roland Garros,99,2016-520,132,9,680,CAN,25,48,35,13,0.729166667,0.6484375,4.921875,1779.943134,SRB,31,4,0,4,0,0.166666667,1.916666667,1399.336157
Mikhail Kukushkin,Adrian Mannarino,0,5/23/2016,Roland Garros,99,2016-520,133,83,58,KAZ,28,35,13,22,0.371428571,0.38372093,1.046511628,1451.281231,FRA,27,54,26,28,0.481481481,0.474820144,1.884892086,1531.374031
Andrej Martin,Daniel Munoz de la Nava,1,5/23/2016,Roland Garros,99,2016-520,134,133,105,SVK,26,2,1,1,0.5,0.5,1,1537.991985,ESP,34,12,2,10,0.166666667,0.323529412,1.382352941,1252.293014
Lucas Pouille,Julien Benneteau,1,5/23/2016,Roland Garros,99,2016-520,135,31,548,FRA,22,38,20,18,0.526315789,0.489361702,2.212765957,1582.526452,FRA,34,5,0,5,0,0.083333333,3.5,1355.649478
Robin Haase,Jack Sock,0,5/23/2016,Roland Garros,99,2016-520,136,86,25,NED,29,36,16,20,0.444444444,0.436170213,2.031914894,1472.873632,USA,23,52,33,19,0.634615385,0.586466165,2.383458647,1659.520434
Dustin Brown,Dudi Sela,1,5/23/2016,Roland Garros,99,2016-520,137,116,62,GER,31,18,9,9,0.5,0.52,3.86,1521.306469,ISR,31,20,7,13,0.35,0.418181818,0.690909091,1392.507285
Horacio Zeballos,Albert Ramos,0,5/23/2016,Roland Garros,99,2016-520,138,89,55,ARG,30,7,3,4,0.428571429,0.375,2.1875,1462.745577,ESP,28,42,16,26,0.380952381,0.394230769,1.307692308,1566.99174
Marin Cilic,Marco Trungelliti,0,5/23/2016,Roland Garros,99,2016-520,139,10,166,CRO,27,68,46,22,0.676470588,0.632432432,4.464864865,1653.602812,ARG,26,3,1,2,0.333333333,0.444444444,1.222222222,1494.027794
Gilles Simon,Rogerio Dutra Silva,1,5/23/2016,Roland Garros,99,2016-520,140,18,85,FRA,31,60,36,24,0.6,0.568862275,1.167664671,1639.229424,BRA,32,6,1,5,0.166666667,0.285714286,1.214285714,1395.156834
Diego Schwartzman,Guido Pella,0,5/23/2016,Roland Garros,99,2016-520,141,63,48,ARG,23,30,13,17,0.433333333,0.443037975,0.936708861,1485.135998,ARG,25,26,12,14,0.461538462,0.465753425,1.917808219,1508.058161
Dusan Lajovic,Denis Kudla,1,5/23/2016,Roland Garros,99,2016-520,142,81,53,SRB,25,29,13,16,0.448275862,0.450704225,1.732394366,1487.568961,USA,23,30,12,18,0.4,0.382716049,2.234567901,1421.125354
Viktor Troicki,Grigor Dimitrov,1,5/23/2016,Roland Garros,99,2016-520,143,24,36,SRB,30,59,32,27,0.542372881,0.506329114,3.373417722,1596.249005,BUL,24,55,32,23,0.581818182,0.58041958,2.671328671,1593.597345
Jeremy Chardy,Leonardo Mayer,1,5/23/2016,Roland Garros,99,2016-520,144,32,68,FRA,29,53,27,26,0.509433962,0.507042254,2.929577465,1566.605024,ARG,29,41,19,22,0.463414634,0.481132075,2.301886792,1492.146342
Roberto Carballes Baena,Adam Pavlasek,0,5/23/2016,Roland Garros,99,2016-520,145,114,132,ESP,23,10,4,6,0.4,0.458333333,1.958333333,1430.899596,NA,NA,0,0,0,0,0,0,1500
Lukas Rosol,Stan Wawrinka,0,5/23/2016,Roland Garros,99,2016-520,147,59,4,CZE,30,49,22,27,0.448979592,0.464566929,2.496062992,1519.15739,SUI,31,68,52,16,0.764705882,0.731843575,3.184357542,1804.744537
Simone Bolelli,Kei Nishikori,0,5/23/2016,Roland Garros,99,2016-520,148,115,6,ITA,30,30,14,16,0.466666667,0.481481481,2.061728395,1475.820938,JPN,26,64,49,15,0.765625,0.690909091,1.545454545,1850.846098
Benjamin Becker,Andrey Kuznetsov,0,5/23/2016,Roland Garros,99,2016-520,149,96,40,GER,34,28,11,17,0.392857143,0.423076923,2.128205128,1411.080355,RUS,25,35,21,14,0.6,0.607142857,1.928571429,1614.516714
Ivan Dodig,Mikhail Youzhny,1,5/23/2016,Roland Garros,99,2016-520,150,77,78,CRO,31,13,5,8,0.384615385,0.457142857,2.828571429,1477.922821,RUS,33,22,6,16,0.272727273,0.320754717,1.226415094,1379.412797
Steve Johnson,Fernando Verdasco,0,5/23/2016,Roland Garros,99,2016-520,151,34,52,USA,26,52,26,26,0.5,0.47826087,3.920289855,1506.833538,ESP,32,47,22,25,0.468085106,0.476923077,2.961538462,1580.029857
Marco Cecchinato,Nick Kyrgios,0,5/23/2016,Roland Garros,99,2016-520,152,124,19,ITA,23,13,2,11,0.153846154,0.25,1.0625,1368.404611,AUS,21,47,31,16,0.659574468,0.64957265,4.752136752,1741.372958
Igor Sijsling,Adrian Ungur,1,5/23/2016,Roland Garros,99,2016-520,153,123,203,NED,28,4,1,3,0.25,0.2,0.9,1400.171355,ROU,31,3,1,2,0.333333333,0.428571429,0.285714286,1386.370347
Bjorn Fratangelo,Sam Querrey,1,5/23/2016,Roland Garros,99,2016-520,154,103,37,USA,22,6,1,5,0.166666667,0.2,1.2,1459.252808,USA,28,48,25,23,0.520833333,0.512605042,5.016806723,1539.109439
Richard Gasquet,Thomaz Bellucci,1,5/23/2016,Roland Garros,99,2016-520,155,12,57,FRA,29,54,37,17,0.685185185,0.636986301,1.821917808,1757.963056,BRA,28,48,20,28,0.416666667,0.45,2.008333333,1476.451186
John Isner,John Millman,1,5/23/2016,Roland Garros,99,2016-520,156,17,61,USA,31,55,34,21,0.618181818,0.619047619,7.979591837,1625.999712,AUS,26,27,11,16,0.407407407,0.432432432,1.540540541,1470.70721
Nikoloz Basilashvili,Kyle Edmund,0,5/23/2016,Roland Garros,99,2016-520,157,104,82,GEO,23,9,2,7,0.222222222,0.333333333,1.033333333,1401.899712,GBR,21,14,6,8,0.428571429,0.435897436,2.076923077,1469.276434
Donald Young,Teymuraz Gabashvili,0,5/23/2016,Roland Garros,99,2016-520,158,76,79,USA,26,34,13,21,0.382352941,0.417582418,1.21978022,1443.328692,RUS,30,40,15,25,0.375,0.401960784,2.009803922,1391.79163
Radu Albot,Benoit Paire,0,5/23/2016,Roland Garros,99,2016-520,159,137,21,MDA,26,9,2,7,0.222222222,0.272727273,0.454545455,1420.035584,FRA,27,60,34,26,0.566666667,0.534591195,2.93081761,1550.663787
Ivo Karlovic,Albert Montanes,1,5/23/2016,Roland Garros,99,2016-520,160,28,98,CRO,37,51,27,24,0.529411765,0.518248175,8.678832117,1519.145833,ESP,35,14,8,6,0.571428571,0.566666667,1.266666667,1516.976975
Laslo Djere,Jordan Thompson,0,5/23/2016,Roland Garros,99,2016-520,161,215,94,SRB,20,1,0,1,0,0,1,1450.727651,AUS,21,2,0,2,0,0,1.2,1451.089364
Jordi Samper Montana,Mathias Bourgue,0,5/23/2016,Roland Garros,99,2016-520,162,216,164,NA,NA,0,0,0,0,0,0,1500,NA,NA,0,0,0,0,0,0,1500
Radek Stepanek,Andy Murray,0,5/23/2016,Roland Garros,99,2016-520,163,128,2,CZE,37,23,11,12,0.47826087,0.483870968,1.903225806,1542.393459,GBR,28,68,54,14,0.794117647,0.718085106,2.569148936,1935.153525
Novak Djokovic,Steve Darcis,1,5/23/2016,Roland Garros,99,2016-520,164,1,161,SRB,28,88,82,6,0.931818182,0.85840708,1.92920354,2088.662859,BEL,31,10,3,7,0.3,0.333333333,1.37037037,1455.403017
Pablo Carreno Busta,Aljaz Bedene,0,5/23/2016,Roland Garros,99,2016-520,165,43,66,ESP,24,51,25,26,0.490196078,0.515873016,1.865079365,1559.071365,SLO,26,38,15,23,0.394736842,0.414141414,3.070707071,1469.733614
Bernard Tomic,Borna Coric,0,5/23/2016,Roland Garros,99,2016-520,166,22,47,AUS,23,52,31,21,0.596153846,0.557142857,3.585714286,1588.012166,CRO,19,52,24,28,0.461538462,0.440298507,1.873134328,1553.42749
Roberto Bautista Agut,Paul Henri Mathieu,1,5/23/2016,Roland Garros,99,2016-520,167,16,65,ESP,28,69,44,25,0.637681159,0.598901099,1.489010989,1692.655961,FRA,34,30,15,15,0.5,0.526315789,1.815789474,1482.411316
David Ferrer,Juan Monaco,1,5/23/2016,Roland Garros,99,2016-520,168,11,92,ESP,34,57,38,19,0.666666667,0.632653061,1.013605442,1698.3085,ARG,32,21,12,9,0.571428571,0.5,0.592592593,1636.979115
Feliciano Lopez,Victor Estrella,1,5/23/2016,Roland Garros,99,2016-520,169,23,87,ESP,34,55,29,26,0.527272727,0.536912752,4.530201342,1578.160459,DOM,35,31,14,17,0.451612903,0.432098765,1.567901235,1500.062554
Pablo Cuevas,Quentin Halys,1,5/23/2016,Roland Garros,99,2016-520,170,27,154,URU,30,54,30,24,0.555555556,0.546099291,2.539007092,1614.758612,FRA,19,7,2,5,0.285714286,0.3,3.4,1447.375859
Malek Jaziri,Tomas Berdych,0,5/23/2016,Roland Garros,99,2016-520,171,72,8,TUN,32,30,12,18,0.4,0.415584416,1.532467532,1456.014501,CZE,30,64,42,22,0.65625,0.625766871,2.852760736,1762.521682
Facundo Bagnis,Rafael Nadal,0,5/23/2016,Roland Garros,99,2016-520,172,99,5,ARG,26,10,3,7,0.3,0.285714286,1.80952381,1433.772335,ESP,29,80,62,18,0.775,0.702970297,1.113861386,1880.762742
Alexander Zverev,Stephane Robert,1,5/23/2016,Roland Garros,99,2016-520,174,41,90,GER,19,55,32,23,0.581818182,0.533783784,2.324324324,1629.31109,FRA,35,11,5,6,0.454545455,0.466666667,2.133333333,1482.773288
Dominic Thiem,Guillermo Garcia Lopez,1,5/23/2016,Roland Garros,99,2016-520,175,15,51,AUT,22,74,50,24,0.675675676,0.602094241,2.371727749,1775.105846,ESP,32,53,25,28,0.471698113,0.485294118,1.970588235,1563.655916
Carlos Berlocq,David Goffin,0,5/23/2016,Roland Garros,99,2016-520,176,126,13,ARG,33,4,1,3,0.25,0.357142857,1.214285714,1457.795647,BEL,25,63,41,22,0.650793651,0.608433735,2.15060241,1713.232331
Nicolas Almagro,Jiri Vesely,1,5/23/2016,Roland Garros,99,2016-520,177,49,60,ESP,30,37,18,19,0.486486486,0.473684211,3.463157895,1586.470779,CZE,22,43,18,25,0.418604651,0.473684211,2.666666667,1501.823207
Ernests Gulbis,Joao Sousa,1,5/23/2016,Roland Garros,99,2016-520,178,80,29,LAT,27,33,13,20,0.393939394,0.416666667,3.845238095,1469.419033,POR,27,63,32,31,0.507936508,0.5,1.158536585,1559.294302
Marcos Baghdatis,Jo-Wilfried Tsonga,0,5/23/2016,Roland Garros,99,2016-520,179,39,7,CYP,30,44,27,17,0.613636364,0.580357143,2.75,1607.894551,FRA,31,58,40,18,0.689655172,0.641975309,3.858024691,1728.156684
Adrian Mannarino,Milos Raonic,0,5/23/2016,Roland Garros,99,2016-520,180,58,9,FRA,27,54,26,28,0.481481481,0.474820144,1.884892086,1531.374031,CAN,25,48,35,13,0.729166667,0.6484375,4.921875,1779.943134
Lucas Pouille,Andrej Martin,0,5/23/2016,Roland Garros,99,2016-520,181,31,133,FRA,22,38,20,18,0.526315789,0.489361702,2.212765957,1582.526452,SVK,26,2,1,1,0.5,0.5,1,1537.991985
Jack Sock,Dustin Brown,1,5/23/2016,Roland Garros,99,2016-520,182,25,116,USA,23,52,33,19,0.634615385,0.586466165,2.383458647,1659.520434,GER,31,18,9,9,0.5,0.52,3.86,1521.306469
Albert Ramos,Marco Trungelliti,1,5/23/2016,Roland Garros,99,2016-520,183,55,166,ESP,28,42,16,26,0.380952381,0.394230769,1.307692308,1566.99174,ARG,26,3,1,2,0.333333333,0.444444444,1.222222222,1494.027794
Guido Pella,Gilles Simon,0,5/23/2016,Roland Garros,99,2016-520,184,48,18,ARG,25,26,12,14,0.461538462,0.465753425,1.917808219,1508.058161,FRA,31,60,36,24,0.6,0.568862275,1.167664671,1639.229424
Jeremy Chardy,Adam Pavlasek,1,5/23/2016,Roland Garros,99,2016-520,186,32,132,FRA,29,53,27,26,0.509433962,0.507042254,2.929577465,1566.605024,NA,NA,0,0,0,0,0,0,1500
Stan Wawrinka,Taro Daniel,1,5/23/2016,Roland Garros,99,2016-520,187,4,93,SUI,31,68,52,16,0.764705882,0.731843575,3.184357542,1804.744537,JPN,23,17,5,12,0.294117647,0.357142857,1.023809524,1406.389101
Andrey Kuznetsov,Kei Nishikori,0,5/23/2016,Roland Garros,99,2016-520,188,40,6,RUS,25,35,21,14,0.6,0.607142857,1.928571429,1614.516714,JPN,26,64,49,15,0.765625,0.690909091,1.545454545,1850.846098
Fernando Verdasco,Ivan Dodig,1,5/23/2016,Roland Garros,99,2016-520,189,52,77,ESP,32,47,22,25,0.468085106,0.476923077,2.961538462,1580.029857,CRO,31,13,5,8,0.384615385,0.457142857,2.828571429,1477.922821
Nick Kyrgios,Igor Sijsling,1,5/23/2016,Roland Garros,99,2016-520,190,19,123,AUS,21,47,31,16,0.659574468,0.64957265,4.752136752,1741.372958,NED,28,4,1,3,0.25,0.2,0.9,1400.171355
Richard Gasquet,Bjorn Fratangelo,1,5/23/2016,Roland Garros,99,2016-520,191,12,103,FRA,29,54,37,17,0.685185185,0.636986301,1.821917808,1757.963056,USA,22,6,1,5,0.166666667,0.2,1.2,1459.252808
John Isner,Kyle Edmund,1,5/23/2016,Roland Garros,99,2016-520,192,17,82,USA,31,55,34,21,0.618181818,0.619047619,7.979591837,1625.999712,GBR,21,14,6,8,0.428571429,0.435897436,2.076923077,1469.276434
Teymuraz Gabashvili,Benoit Paire,1,5/23/2016,Roland Garros,99,2016-520,193,79,21,RUS,30,40,15,25,0.375,0.401960784,2.009803922,1391.79163,FRA,27,60,34,26,0.566666667,0.534591195,2.93081761,1550.663787
Jordan Thompson,Ivo Karlovic,0,5/23/2016,Roland Garros,99,2016-520,194,94,28,AUS,21,2,0,2,0,0,1.2,1451.089364,CRO,37,51,27,24,0.529411765,0.518248175,8.678832117,1519.145833
Andy Murray,Mathias Bourgue,1,5/23/2016,Roland Garros,99,2016-520,195,2,164,GBR,28,68,54,14,0.794117647,0.718085106,2.569148936,1935.153525,NA,NA,0,0,0,0,0,0,1500
Novak Djokovic,Aljaz Bedene,1,5/23/2016,Roland Garros,99,2016-520,196,1,66,SRB,28,88,82,6,0.931818182,0.85840708,1.92920354,2088.662859,SLO,26,38,15,23,0.394736842,0.414141414,3.070707071,1469.733614
Roberto Bautista Agut,Borna Coric,1,5/23/2016,Roland Garros,99,2016-520,197,16,47,ESP,28,69,44,25,0.637681159,0.598901099,1.489010989,1692.655961,CRO,19,52,24,28,0.461538462,0.440298507,1.873134328,1553.42749
David Ferrer,Feliciano Lopez,1,5/23/2016,Roland Garros,99,2016-520,198,11,23,ESP,34,57,38,19,0.666666667,0.632653061,1.013605442,1698.3085,ESP,34,55,29,26,0.527272727,0.536912752,4.530201342,1578.160459
